name,host_id,room_type,price,minimum_nights,number_of_reviews
Room/board close to Hard Rock Cafe,51278832,Private room,90,1,0
Private room in Sunrise / Sawgrass Mall,193956719,Private room,26,2,1
The Villas of Las Olas | Scenic Waterfront Pool,104693659,Entire home/apt,217,1,1
The Villas of Las Olas | All-Suite Unit & Pool,104693659,Entire home/apt,317,1,0
The Seagull of Hollywood Beach Hotels,367884570,Private room,62,1,4
Fun & Sun 3 Pompano Beach Condo,118816531,Entire home/apt,60,7,0
Victoria's House with Pool /Jacuzzi  heart of FTL,36131385,Entire home/apt,236,3,7
Beautiful 2 BR apt on The Ocean,101138512,Entire home/apt,129,3,1
Stunning Modern Luxury in Fort Lauderdale,363787370,Entire home/apt,339,2,2
❤︎ Colourful Room w/ Queen bed & TV  ❤︎,177705163,Private room,43,1,2
❤︎ Charming Room w/ Double Bed and TV ❤︎,177705163,Private room,40,1,1
❤︎ Cozy room w/ Queen Bed & TV ❤︎,177705163,Private room,36,1,5
All-inclusive apartment home | 1BR in Pompano,359233035,Entire home/apt,109,30,0
Ground level Poolside  OceanView#2,227205675,Entire home/apt,79,1,1
Pompano beach Duplex pool house,64033785,Entire home/apt,150,3,0
Live + Work + Stay + Easy | 1BR in Fort Lauderdale,359233035,Entire home/apt,109,30,0
Garden suite with a pool,276237245,Private room,109,2,0
Private Guest Suite on the water w/ free Kayaking,178802479,Entire home/apt,81,1,7
Spacious 1 BR Apartment Near Casino- 3 Min Drive,197075721,Entire home/apt,100,1,0
Enjoy the best of Fort Lauderdale,363001177,Entire home/apt,147,2,1
Best fun in Fort Lauderdale,363001177,Entire home/apt,145,2,0
Fort Lauderdale House,240884598,Entire home/apt,60,1,0
Ocean & water view  - steps from beach- 14th floor,222459707,Entire home/apt,92,1,2
5★ CH Luxury Studio On The Beach,361398579,Entire home/apt,134,1,1
Ft. Lauderdale Marriott BeachPlace Towers - Studio,119271306,Private room,214,1,2
Best location 10mins away from Hard Rock Casino,246416209,Private room,65,1,1
Central Broward Townhouse available,3863628,Private room,45,7,0
Relax less than 6 miles to the 🏖 Rm3,96312723,Private room,30,28,2
9th Floor Apt with a UNIQUE ocean view,30049829,Entire home/apt,99,30,0
Nice contemporary bedroom with private bathroom,368263153,Private room,34,30,0
Cozy Hollywood Retreat /Up to 6 G& FREE Parking!,368264927,Entire home/apt,81,1,1
Luxury Studio Centrally Located  Near The Beach 1B,280797532,Entire home/apt,94,2,0
Comfortable Studio 4min to ft lauderdale beach,363221597,Entire home/apt,50,1,2
“The Sapphire room” w/ Roku tv|Quiet neighborhood,235014835,Private room,40,1,0
Private Bedroom and Bath located on the water,30669840,Private room,40,1,0
Vacation in Style & Comfort! Hollywood Easy Living,368264927,Entire home/apt,105,1,0
Casa Xrunki Bungalow in the heart of Ft Lauderdale,41511456,Entire home/apt,140,2,1
2388★Amazing ★ getaway ★ BEACH ★free parking★clean,121702278,Entire home/apt,91,3,0
The Ocean Resort Residences | Stylish Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Modern One Bedroom Intracoastal View Residence,128710599,Entire home/apt,426,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
🏝 Beach access+Back patio+Grill+Cruising Bikes 🏖,350798815,Entire home/apt,71,1,5
Beautiful Double Master Farmhouse in the City.,316899463,Entire home/apt,134,2,2
Beach view  Poolside#4 Immaculate  Newly Renovated,227205675,Entire home/apt,75,1,2
Private Waterfront Tropical Oasis - Wilton Manors,63270318,Entire home/apt,290,4,1
Isabella's resting place.,368482637,Private room,49,1,0
Watercolors Surf Cottage 2/1 – Pool and Dock,54907335,Entire home/apt,105,3,1
Watercolors Bungalow 2 Stories - Pool & Dock,54907335,Entire home/apt,102,3,0
Amazing Duplex in Pompano Beach,64033785,Entire home/apt,125,3,1
Relax in comfort | 1BR in Fort Lauderdale,359233035,Entire home/apt,116,30,0
Gorgeous 5 star 4 bed house in tropical landscape!,207091811,Entire home/apt,350,14,0
Furnished Master BR/Private Bath DT Ft. Lauderdale,11546388,Private room,90,10,0
3/2 Pool House in Davie,108005914,Entire home/apt,180,2,1
Spectacular 3 bedroom apt. with breathtaking views,126483964,Entire home/apt,989,4,0
Private Room  Private bathroom  Private Entrance,264867705,Private room,42,1,0
Luxury villa in a private golf club community,368599440,Entire home/apt,550,3,0
189 Steps to Wilton Drive House,26354852,Entire home/apt,145,3,1
Ocean view at Hollywood Beach Resort Studio 572,320643518,Entire home/apt,60,2,1
New Oceanfront Water View Condo Hollywood FL,350851880,Entire home/apt,72,1,2
PRIVATE ROOM HALLANDALE BEACH 10MIN AWAY1,363221597,Private room,38,1,0
Private Home/ Efficiency Apartment Unit #7,226679652,Entire home/apt,45,2,0
Quiet/Private/Room & Board,51278832,Private room,80,1,0
A stylish beach chic space  with new technology,10330660,Entire home/apt,170,5,0
Hyde Beach House Luxury Residence 02,366593309,Entire home/apt,206,2,0
•Bluescape• Relaxing getaway home 3min from beach!,100851239,Entire home/apt,293,2,5
The Ocean Resort Residences | Two Bedroom Oceanfront Beach Villa,128710599,Entire home/apt,626,1,0
The Ocean Resort Residences | Trendy Two Bedroom Oceanfront Residence,128710599,Entire home/apt,626,1,0
The Ocean Resort Residences | Amazing Two Bedroom Oceanfront Residence,128710599,Entire home/apt,726,1,0
The Ocean Resort Residences | Amazing Two Bedroom Oceanfront Residence,128710599,Entire home/apt,726,1,0
The Ocean Resort Residences | Amazing Two Bedroom Oceanfront Residence,128710599,Entire home/apt,726,1,0
The Ocean Resort Residences | Amazing Two Bedroom Oceanfront Residence,128710599,Entire home/apt,726,1,0
The Ocean Resort Residences | Amazing Two Bedroom Oceanfront Residence,128710599,Entire home/apt,654,1,0
The Ocean Resort Residences | Amazing Two Bedroom Oceanfront Residence,128710599,Entire home/apt,726,1,0
The Ocean Resort Residences | Striking Two Bedroom Intracoastal View Residence,128710599,Entire home/apt,437,1,1
The Ocean Resort Residences | Striking Two Bedroom Intracoastal View Residence,128710599,Entire home/apt,437,1,0
The Ocean Resort Residences | Striking Two Bedroom Intracoastal View Residence,128710599,Entire home/apt,437,1,0
The Ocean Resort Residences | Striking Two Bedroom Intracoastal View Residence,128710599,Entire home/apt,437,1,0
The Ocean Resort Residences | Striking Two Bedroom Intracoastal View Residence,128710599,Entire home/apt,437,1,0
The Ocean Resort Residences | Striking Two Bedroom Intracoastal View Residence,128710599,Entire home/apt,437,1,0
The Ocean Resort Residences | Striking Two Bedroom Intracoastal View Residence,128710599,Entire home/apt,437,1,0
The Ocean Resort Residences | Striking Two Bedroom Intracoastal View Residence,128710599,Entire home/apt,437,1,0
The Ocean Resort Residences | Striking Two Bedroom Intracoastal View Residence,128710599,Entire home/apt,437,1,0
The Ocean Resort Residences | Striking Two Bedroom Intracoastal View Residence,128710599,Entire home/apt,437,1,0
The Ocean Resort Residences | One Bedroom Oceanfront Beach Villa,128710599,Entire home/apt,550,1,0
The Ocean Resort Residences | One Bedroom Oceanfront Beach Villa,128710599,Entire home/apt,550,1,0
The Ocean Resort Residences | Modern One Bedroom Intracoastal View Residence,128710599,Entire home/apt,426,1,0
The Ocean Resort Residences | Premium Limited View One Bedroom Suite,128710599,Entire home/apt,345,1,0
The Ocean Resort Residences | Premium Limited View One Bedroom Suite,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | Premium Limited View One Bedroom Suite,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | Elegant One Bedroom Suite Partial Ocean View,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | Elegant One Bedroom Suite Partial Ocean View,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | Elegant One Bedroom Suite Partial Ocean View,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | One Bedroom Suite Partial Ocean View,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | One Bedroom Suite Partial Ocean View,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | One Bedroom Suite Partial Ocean View,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | One Bedroom Suite Partial Ocean View,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | One Bedroom Suite Partial Ocean View,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | One Bedroom Suite Partial Ocean View,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | One Bedroom Suite Partial Ocean View,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | One Bedroom Suite Partial Ocean View,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | One Bedroom Suite Partial Ocean View,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | One Bedroom Suite Partial Ocean View,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | One Bedroom Suite Partial Ocean View,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | One Bedroom Suite Partial Ocean View,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | One Bedroom Suite Partial Ocean View,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | One Bedroom Suite Partial Ocean View,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | One Bedroom Suite Partial Ocean View,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | One Bedroom Suite Partial Ocean View Hear Access,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | One Bedroom Suite Partial Ocean View,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | One Bedroom Suite Partial Ocean View Hear Access,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | Luxury Poolside King | Mob Access w/Tub,128710599,Entire home/apt,439,1,0
The Ocean Resort Residences | Hip Junior Suite Poolside,128710599,Entire home/apt,439,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Deluxe Ocean View King,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,285,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Studio King Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Striking Two Queens Oceanfront Studio,128710599,Entire home/apt,332,1,0
The Ocean Resort Residences | Striking Two Queens Oceanfront Studio,128710599,Entire home/apt,333,1,0
New! OceanView#3 Pool  1 Block To The Beach,227205675,Entire home/apt,102,1,1
The Ocean Resort  Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Luxury Studio Ocean View,128710599,Entire home/apt,326,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,278,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Luxury Studio Ocean View,128710599,Entire home/apt,326,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Luxury Studio Ocean View,128710599,Entire home/apt,326,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Luxury Studio Ocean View,128710599,Entire home/apt,326,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Stylish Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Luxury Studio Ocean View,128710599,Entire home/apt,326,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort  Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort  Junior Suite Ocean View,128710599,Entire home/apt,278,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Luxury Studio Ocean View,128710599,Entire home/apt,326,1,0
The Ocean Resort Residences | Luxury Poolside King | Mob Access w/Tub,128710599,Entire home/apt,439,1,0
The Ocean Resort Residences | Two Bedroom Oceanfront Beach Villa,128710599,Entire home/apt,626,1,0
The Ocean Resort Residences | Trendy Two Bedroom Oceanfront Residence,128710599,Entire home/apt,626,1,0
The Ocean Resort Residences | Two Bedroom Oceanfront Beach Villa,128710599,Entire home/apt,626,1,0
The Ocean Resort Residences | Two Bedroom Oceanfront Beach Villa,128710599,Entire home/apt,626,1,0
A place to call home | 2BR in Davie,359233035,Entire home/apt,118,30,0
Stay as long as you want | 1BR in Boynton Beach,359233035,Entire home/apt,117,30,0
 NEW! Luxury Home w/Pool <2Mi to Las Olas Beach ,333190302,Entire home/apt,1400,7,0
Breathtaking Tropical Villa Featured in Movies,368757737,Entire home/apt,1333,4,1
Fort Lauderdale - Pompano Beach Studio (max 4),222478315,Entire home/apt,113,2,0
2/2.5 Townhouse W/1 Car Garage Centrally Located,142121030,Entire home/apt,150,2,0
Las Olas Waterfront Mansion,368757737,Entire home/apt,2714,7,0
Pompano Beach Luxury Studio Unit (max occupancy 4),222478315,Entire home/apt,111,2,0
1 Bedroom Resort Florida Pompano Beach (max 4),222478315,Entire home/apt,125,2,0
Florida Pompano Beach 1 bedroom deluxe  (max 4),222478315,Entire home/apt,155,2,0
Hyde Beach House Luxury Residence 07,366593309,Entire home/apt,166,2,0
Hollywood Gem *Minutes Away from Beach & Downtown!,149164638,Private room,75,1,0
Spacious Pool Paradise in Sunrise,5627250,Entire home/apt,239,3,3
Hyde Beach House Luxury Residence 06,366593309,Entire home/apt,154,2,0
Hyde Beach House Luxury Residence 04,366593309,Entire home/apt,206,2,1
Hyde Beach Luxury Penthouse 04,366593309,Entire home/apt,225,2,1
Hyde Beach Luxury Penthouse 06,366593309,Entire home/apt,200,2,1
Oceanside of Hollywood Beach Hotels,368787311,Private room,80,1,4
Pembroke Pines Townhouse,364991151,Private room,110,1,0
Dania beach studio apartment.,95299445,Entire home/apt,35,1,1
Master Bedroom In Spacious Town House,93567624,Private room,35,7,0
Dania beach studio apartment,95299445,Entire home/apt,35,1,1
CH Luxury Condo With Ocean Breeze and Balcony,33042137,Entire home/apt,141,1,0
CH Luxury Gaming One Bedroom Apartment with Balcony,33042137,Entire home/apt,110,1,0
☀️2 bed/2 bath | AAA Four Diamond Property💎| Hyde,303906907,Entire home/apt,199,1,0
Outdoor Oasis In Ft Lauderdale,4431319,Entire home/apt,436,5,0
The Ocean Resort Residences | Luxury Studio Ocean View,128710599,Entire home/apt,326,1,0
The Ocean Resort Residences | Luxury Studio Ocean View,128710599,Entire home/apt,326,1,0
Cool New Designer One Bedroom Apartment NO CLEANING FEE - Sleeps (6) - A,348691826,Entire home/apt,136,1,0
☀️Brand New Luxury Modern Oasis🏝Steps from Beach With Heated Pool🏖Manatee Ranch Key☀️,271058036,Entire home/apt,677,1,2
A place of your own | 2BR in Ft Lauderdale,359233035,Entire home/apt,116,30,0
All-inclusive apartment home | 1BR in Pompano,359233035,Entire home/apt,106,30,0
Clean   friends and family  kid friendly  laundry,359922105,Entire home/apt,190,2,0
